"","bike_id","start_time","date","month","year","stop_time","travelled_time","start_station","start_lat","start_long","end_station","end_lat","end_long","type","age","birth_year","gender"
"19","26301",2018-03-05 07:49:36,5,"March",2018,2018-03-05 07:55:27,5.84546666542689,"3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",39,1979,"Male"
"20","26301",2018-03-05 18:41:57,5,"March",2018,2018-03-05 18:46:10,4.21950000127157,"3640",40.73367,-74.0625,"3206",40.7311689,-74.0575736,"Subscriber",37,1981,"Male"
"21","26301",2018-03-05 21:05:46,5,"March",2018,2018-03-05 21:10:12,4.4345500032107,"3206",40.7311689,-74.0575736,"3207",40.7376037,-74.0524783,"Subscriber",35,1983,"Male"
"22","26301",2018-03-06 08:37:44,6,"March",2018,2018-03-06 08:42:21,4.62703333298365,"3207",40.7376037,-74.0524783,"3640",40.73367,-74.0625,"Subscriber",33,1985,"Male"
"23","26301",2018-03-06 18:29:41,6,"March",2018,2018-03-06 18:34:26,4.75538333257039,"3640",40.73367,-74.0625,"3207",40.7376037,-74.0524783,"Subscriber",38,1980,"Male"
"24","26301",2018-03-06 22:05:39,6,"March",2018,2018-03-06 22:15:19,9.66655000050863,"3207",40.7376037,-74.0524783,"3280",40.719282200707,-74.071261882782,"Subscriber",28,1990,"Male"
"25","26301",2018-03-08 10:25:57,8,"March",2018,2018-03-08 10:59:22,33.4231833338738,"3280",40.719282200707,-74.071261882782,"3640",40.73367,-74.0625,"Subscriber",65,1953,"Female"
"26","26301",2018-03-10 00:27:24,10,"March",2018,2018-03-10 00:38:30,11.0985333323479,"3640",40.73367,-74.0625,"3210",40.742677141,-74.051788633,"Subscriber",23,1995,"Female"
"27","26301",2018-03-10 09:08:31,10,"March",2018,2018-03-10 09:20:46,12.2568666696548,"3210",40.742677141,-74.051788633,"3186",40.7195861164717,-74.0431174635887,"Subscriber",23,1995,"Female"
"28","26301",2018-03-11 08:57:02,11,"March",2018,2018-03-11 16:11:08,434.104983333747,"3207",40.7376037,-74.0524783,"3211",40.72152515,-74.046304543,"Customer",36,1982,"Male"
"29","26301",2018-03-12 06:58:12,12,"March",2018,2018-03-12 07:01:49,3.61798333326976,"3211",40.72152515,-74.046304543,"3213",40.71848892,-74.047726625,"Subscriber",27,1991,"Male"
"30","26301",2018-03-12 07:07:39,12,"March",2018,2018-03-12 07:10:15,2.60174999634425,"3213",40.71848892,-74.047726625,"3186",40.7195861164717,-74.0431174635887,"Subscriber",56,1962,"Female"
"31","26301",2018-03-12 08:16:31,12,"March",2018,2018-03-12 08:29:35,13.0580333312352,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",33,1985,"Female"
"32","26301",2018-03-12 18:00:45,12,"March",2018,2018-03-12 18:05:35,4.82618333498637,"3186",40.7195861164717,-74.0431174635887,"3269",40.7260117296463,-74.0503889322281,"Subscriber",32,1986,"Female"
"33","26301",2018-03-13 08:16:25,13,"March",2018,2018-03-13 08:21:36,5.18883333603541,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",40,1978,"Male"
"34","26301",2018-03-13 16:57:11,13,"March",2018,2018-03-13 17:03:48,6.61664999723434,"3267",40.7124188237569,-74.0385255217552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",29,1989,"Male"
"35","26301",2018-03-13 17:45:16,13,"March",2018,2018-03-13 17:50:06,4.83899999856949,"3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",41,1977,"Female"
"36","26301",2018-03-13 19:34:40,13,"March",2018,2018-03-13 19:40:06,5.44445000092189,"3203",40.727595966,-74.044247311,"3273",40.72165072488,-74.0428841114044,"Subscriber",43,1975,"Female"
"37","26301",2018-03-14 00:03:39,14,"March",2018,2018-03-14 00:07:44,4.09123333295186,"3273",40.72165072488,-74.0428841114044,"3203",40.727595966,-74.044247311,"Subscriber",40,1978,"Unknown"
"38","26301",2018-03-14 08:21:59,14,"March",2018,2018-03-14 08:26:35,4.59988333384196,"3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",47,1971,"Male"
"39","26301",2018-03-14 11:48:13,14,"March",2018,2018-03-14 11:52:52,4.65308333237966,"3211",40.72152515,-74.046304543,"3275",40.7183551982321,-74.0389144420624,"Subscriber",45,1973,"Male"
"40","26301",2018-03-15 08:41:33,15,"March",2018,2018-03-15 08:46:30,4.9508333325386,"3275",40.7183551982321,-74.0389144420624,"3183",40.7162469,-74.0334588,"Subscriber",36,1982,"Male"
"41","26301",2018-03-15 12:27:07,15,"March",2018,2018-03-15 12:31:28,4.34984999895096,"3183",40.7162469,-74.0334588,"3213",40.71848892,-74.047726625,"Subscriber",32,1986,"Male"
"42","26301",2018-03-16 06:49:11,16,"March",2018,2018-03-16 06:53:07,3.93718333244324,"3213",40.71848892,-74.047726625,"3272",40.7233315864644,-74.0459525585174,"Subscriber",56,1962,"Male"
"43","26301",2018-03-16 07:04:35,16,"March",2018,2018-03-16 07:09:11,4.59661666552226,"3272",40.7233315864644,-74.0459525585174,"3205",40.7165397809919,-74.0496379137039,"Subscriber",62,1956,"Male"
"44","26301",2018-03-18 10:35:01,18,"March",2018,2018-03-18 10:47:56,12.9254166642825,"3205",40.7165397809919,-74.0496379137039,"3275",40.7183551982321,-74.0389144420624,"Subscriber",38,1980,"Male"
"45","26301",2018-03-18 18:58:13,18,"March",2018,2018-03-18 19:13:11,14.9614499966304,"3275",40.7183551982321,-74.0389144420624,"3275",40.7183551982321,-74.0389144420624,"Subscriber",29,1989,"Male"
"46","26301",2018-03-18 22:19:25,18,"March",2018,2018-03-18 22:22:45,3.32686666647593,"3275",40.7183551982321,-74.0389144420624,"3214",40.7127742,-74.0364857,"Subscriber",29,1989,"Male"
"47","26301",2018-03-19 16:40:51,19,"March",2018,2018-03-19 16:46:41,5.83786666790644,"3214",40.7127742,-74.0364857,"3185",40.7177325,-74.043845,"Subscriber",24,1994,"Male"
"48","26301",2018-03-19 19:56:42,19,"March",2018,2018-03-19 20:00:56,4.23599999745687,"3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",30,1988,"Male"
"49","26301",2018-03-19 20:25:45,19,"March",2018,2018-03-19 20:28:04,2.31673333247503,"3203",40.727595966,-74.044247311,"3203",40.727595966,-74.044247311,"Subscriber",45,1973,"Male"
"50","26301",2018-03-20 07:50:33,20,"March",2018,2018-03-20 07:57:11,6.63621666828791,"3203",40.727595966,-74.044247311,"3639",40.7192517,-74.034234,"Subscriber",52,1966,"Male"
"51","26301",2018-03-20 18:05:34,20,"March",2018,2018-03-20 18:12:24,6.83158333301544,"3639",40.7192517,-74.034234,"3202",40.7272235,-74.0337589,"Subscriber",42,1976,"Male"
"52","26301",2018-03-20 18:14:29,20,"March",2018,2018-03-20 18:18:22,3.88951666752497,"3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",28,1990,"Male"
"53","26301",2018-03-20 21:15:12,20,"March",2018,2018-03-20 22:02:31,47.3207833329837,"3639",40.7192517,-74.034234,"3199",40.7287448,-74.0321082,"Subscriber",47,1971,"Male"
"54","26301",2018-03-22 21:18:03,22,"March",2018,2018-03-22 21:25:10,7.12423333326976,"3199",40.7287448,-74.0321082,"3272",40.7233315864644,-74.0459525585174,"Customer",49,1969,"Unknown"
"55","26301",2018-03-22 21:57:08,22,"March",2018,2018-03-22 22:00:02,2.88669999837875,"3272",40.7233315864644,-74.0459525585174,"3269",40.7260117296463,-74.0503889322281,"Subscriber",29,1989,"Female"
"56","26301",2018-03-23 08:08:14,23,"March",2018,2018-03-23 08:12:29,4.24429999987284,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",35,1983,"Male"
"57","26301",2018-03-23 16:56:05,23,"March",2018,2018-03-23 17:01:16,5.17916666666667,"3186",40.7195861164717,-74.0431174635887,"3205",40.7165397809919,-74.0496379137039,"Subscriber",52,1966,"Male"
"58","26301",2018-03-25 08:12:14,25,"March",2018,2018-03-25 08:20:17,8.05,"3205",40.7165397809919,-74.0496379137039,"3211",40.72152515,-74.046304543,"Subscriber",30,1988,"Male"
"59","26301",2018-03-25 20:43:30,25,"March",2018,2018-03-25 20:45:41,2.18431666294734,"3211",40.72152515,-74.046304543,"3205",40.7165397809919,-74.0496379137039,"Subscriber",30,1988,"Male"
"60","26301",2018-03-26 08:39:19,26,"March",2018,2018-03-26 08:43:34,4.25193333625793,"3205",40.7165397809919,-74.0496379137039,"3186",40.7195861164717,-74.0431174635887,"Subscriber",42,1976,"Male"
"61","26301",2018-03-26 12:42:10,26,"March",2018,2018-03-26 13:08:47,26.6118166645368,"3269",40.7260117296463,-74.0503889322281,"3216",40.6970299,-74.0969366,"Subscriber",41,1977,"Male"
"62","26301",2018-04-13 09:29:19,13,"April",2018,2018-04-13 09:37:16,7.94535000324249,"3272",40.7233315864644,-74.0459525585174,"3214",40.7127742,-74.0364857,"Subscriber",32,1986,"Female"
"63","26301",2018-04-13 14:05:26,13,"April",2018,2018-04-13 14:16:00,10.565649998188,"3214",40.7127742,-74.0364857,"3209",40.7241765,-74.0506564,"Subscriber",38,1980,"Female"
"64","26301",2018-04-13 19:57:59,13,"April",2018,2018-04-13 20:11:26,13.4488833347956,"3209",40.7241765,-74.0506564,"3209",40.7241765,-74.0506564,"Subscriber",28,1990,"Female"
"65","26301",2018-04-13 22:11:45,13,"April",2018,2018-04-13 23:01:52,50.1235833326975,"3209",40.7241765,-74.0506564,"3213",40.71848892,-74.047726625,"Subscriber",24,1994,"Male"
"66","26301",2018-04-14 09:40:59,14,"April",2018,2018-04-14 09:48:45,7.76766666571299,"3213",40.71848892,-74.047726625,"3183",40.7162469,-74.0334588,"Subscriber",59,1959,"Female"
"67","26301",2018-04-14 14:24:43,14,"April",2018,2018-04-14 14:36:23,11.6596833308538,"3183",40.7162469,-74.0334588,"3203",40.727595966,-74.044247311,"Subscriber",32,1986,"Male"
"68","26301",2018-04-14 15:39:11,14,"April",2018,2018-04-14 15:50:59,11.7931333343188,"3203",40.727595966,-74.044247311,"3184",40.7141454,-74.0335519,"Subscriber",41,1977,"Male"
"69","26301",2018-04-14 15:56:00,14,"April",2018,2018-04-14 15:57:43,1.72123333613078,"3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",29,1989,"Male"
"70","26301",2018-04-14 16:14:08,14,"April",2018,2018-04-14 16:42:19,28.1945000012716,"3183",40.7162469,-74.0334588,"3220",40.7349610200095,-74.0595030784607,"Subscriber",36,1982,"Male"
"71","26301",2018-04-18 20:39:00,18,"April",2018,2018-04-18 20:45:11,6.1907333334287,"3220",40.7349610200095,-74.0595030784607,"3207",40.7376037,-74.0524783,"Subscriber",39,1979,"Male"
"72","26301",2018-04-19 12:05:15,19,"April",2018,2018-04-19 12:10:39,5.3995666662852,"3207",40.7376037,-74.0524783,"3195",40.7307426253066,-74.0637838840485,"Subscriber",58,1960,"Male"
"73","26301",2018-04-19 19:47:27,19,"April",2018,2018-04-19 19:50:32,3.08863333066305,"3195",40.7307426253066,-74.0637838840485,"3194",40.7253399253558,-74.0676221251488,"Subscriber",46,1972,"Male"
"74","26301",2018-04-20 15:13:13,20,"April",2018,2018-04-20 15:16:36,3.3848499973615,"3194",40.7253399253558,-74.0676221251488,"3195",40.7307426253066,-74.0637838840485,"Subscriber",26,1992,"Male"
"75","26301",2018-04-20 19:59:32,20,"April",2018,2018-04-20 20:05:58,6.44020000298818,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",33,1985,"Female"
"76","26301",2018-04-21 17:20:45,21,"April",2018,2018-04-21 17:29:37,8.86316666603088,"3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",54,1964,"Male"
"77","26301",2018-04-21 20:41:17,21,"April",2018,2018-04-21 20:47:32,6.24570000171661,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",30,1988,"Male"
"78","26301",2018-04-22 09:33:58,22,"April",2018,2018-04-22 09:37:21,3.3878999988238,"3280",40.719282200707,-74.071261882782,"3194",40.7253399253558,-74.0676221251488,"Subscriber",30,1988,"Male"
"79","26301",2018-04-22 09:42:45,22,"April",2018,2018-04-22 09:48:46,6.01859999895096,"3194",40.7253399253558,-74.0676221251488,"3185",40.7177325,-74.043845,"Subscriber",30,1988,"Male"
"80","26301",2018-04-22 13:07:24,22,"April",2018,2018-04-22 13:17:39,10.2418833335241,"3185",40.7177325,-74.043845,"3276",40.7145840353589,-74.042817056179,"Customer",31,1987,"Female"
"81","26301",2018-04-22 14:36:17,22,"April",2018,2018-04-22 15:54:06,77.8161333322525,"3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",32,1986,"Female"
"82","26301",2018-04-22 16:28:54,22,"April",2018,2018-04-22 16:52:59,24.0942499995232,"3186",40.7195861164717,-74.0431174635887,"3184",40.7141454,-74.0335519,"Customer",49,1969,"Unknown"
"83","26301",2018-04-23 11:48:32,23,"April",2018,2018-04-23 12:11:25,22.8755833347638,"3184",40.7141454,-74.0335519,"3184",40.7141454,-74.0335519,"Subscriber",37,1981,"Male"
"84","26301",2018-04-23 13:43:41,23,"April",2018,2018-04-23 14:00:10,16.489666668574,"3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",45,1973,"Male"
"85","26301",2018-04-23 17:37:46,23,"April",2018,2018-04-23 17:42:03,4.27645000219345,"3183",40.7162469,-74.0334588,"3275",40.7183551982321,-74.0389144420624,"Subscriber",32,1986,"Male"
"86","26301",2018-04-23 20:20:01,23,"April",2018,2018-04-23 20:22:43,2.70071666638056,"3275",40.7183551982321,-74.0389144420624,"3681",40.7151776773203,-74.0376833081245,"Subscriber",33,1985,"Female"
"87","26301",2018-04-23 23:07:17,23,"April",2018,2018-04-23 23:11:28,4.18828333218892,"3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",24,1994,"Male"
"88","26301",2018-04-24 06:09:19,24,"April",2018,2018-04-24 06:12:06,2.78888333241145,"3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",38,1980,"Male"
"89","26301",2018-04-24 08:08:54,24,"April",2018,2018-04-24 08:14:53,5.98443333307902,"3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",40,1978,"Female"
"90","26301",2018-04-24 11:09:48,24,"April",2018,2018-04-24 11:14:21,4.54945000012716,"3278",40.725685483629,-74.0487903356552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",36,1982,"Female"
"91","26301",2018-04-24 18:58:52,24,"April",2018,2018-04-24 19:03:00,4.12053333520889,"3186",40.7195861164717,-74.0431174635887,"3279",40.7216301426384,-74.0499678254128,"Subscriber",32,1986,"Male"
"92","26301",2018-04-25 07:11:13,25,"April",2018,2018-04-25 07:14:09,2.93179999987284,"3279",40.7216301426384,-74.0499678254128,"3186",40.7195861164717,-74.0431174635887,"Subscriber",41,1977,"Female"
"93","26301",2018-04-25 19:43:05,25,"April",2018,2018-04-25 19:52:33,9.47335000038147,"3275",40.7183551982321,-74.0389144420624,"3199",40.7287448,-74.0321082,"Subscriber",32,1986,"Male"
"94","26301",2018-04-26 08:19:25,26,"April",2018,2018-04-26 08:21:16,1.86103333234787,"3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",38,1980,"Female"
"95","26301",2018-04-26 11:07:25,26,"April",2018,2018-04-26 11:09:31,2.10141666730245,"3202",40.7272235,-74.0337589,"3199",40.7287448,-74.0321082,"Subscriber",32,1986,"Male"
"96","26301",2018-04-26 13:53:35,26,"April",2018,2018-04-26 13:55:17,1.7151166677475,"3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",38,1980,"Female"
"97","26301",2018-04-26 17:25:09,26,"April",2018,2018-04-26 17:57:00,31.8430999994278,"3202",40.7272235,-74.0337589,"3183",40.7162469,-74.0334588,"Subscriber",34,1984,"Female"
"98","26301",2018-04-26 18:11:40,26,"April",2018,2018-04-26 18:17:06,5.44066666762034,"3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",30,1988,"Male"
"99","26301",2018-04-27 09:21:51,27,"April",2018,2018-04-27 09:31:42,9.85361666679382,"3276",40.7145840353589,-74.042817056179,"3638",40.7242941,-74.0354826,"Subscriber",36,1982,"Male"
"100","26301",2018-05-07 22:21:06,7,"May",2018,2018-05-07 22:29:36,8.49161666631699,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",65,1953,"Female"
"101","26301",2018-05-08 10:13:56,8,"May",2018,2018-05-08 10:21:56,7.99754999876022,"3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",65,1953,"Female"
"102","26301",2018-05-08 17:56:41,8,"May",2018,2018-05-08 18:04:54,8.20281666517258,"3195",40.7307426253066,-74.0637838840485,"3193",40.7246050998869,-74.0784059464931,"Subscriber",34,1984,"Male"
"103","26301",2018-05-10 06:31:19,10,"May",2018,2018-05-10 06:39:19,7.98899999856949,"3193",40.7246050998869,-74.0784059464931,"3195",40.7307426253066,-74.0637838840485,"Subscriber",34,1984,"Male"
"104","26301",2018-05-10 18:03:14,10,"May",2018,2018-05-10 18:12:28,9.23803333441416,"3195",40.7307426253066,-74.0637838840485,"3210",40.742677141,-74.051788633,"Subscriber",34,1984,"Male"
"105","26301",2018-05-11 10:57:29,11,"May",2018,2018-05-11 11:02:12,4.71114999850591,"3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",40,1978,"Male"
"106","26301",2018-05-11 17:58:45,11,"May",2018,2018-05-11 18:05:09,6.4092666665713,"3640",40.73367,-74.0625,"3212",40.734785818,-74.050443636,"Subscriber",32,1986,"Female"
"107","26301",2018-05-12 18:02:32,12,"May",2018,2018-05-12 18:19:51,17.3212333361308,"3212",40.734785818,-74.050443636,"3187",40.7211236,-74.03805095,"Customer",22,1996,"Male"
"108","26301",2018-05-17 07:30:52,17,"May",2018,2018-05-17 07:36:26,5.57658333381017,"3187",40.7211236,-74.03805095,"3199",40.7287448,-74.0321082,"Subscriber",26,1992,"Female"
"109","26301",2018-05-17 22:32:56,17,"May",2018,2018-05-17 23:21:50,48.8967500011126,"3199",40.7287448,-74.0321082,"3199",40.7287448,-74.0321082,"Customer",32,1986,"Male"
"110","26301",2018-05-18 17:43:35,18,"May",2018,2018-05-18 18:10:56,27.3595333337784,"3199",40.7287448,-74.0321082,"3199",40.7287448,-74.0321082,"Subscriber",41,1977,"Female"
"111","26301",2018-05-20 11:10:31,20,"May",2018,2018-05-20 11:16:04,5.53753333091736,"3199",40.7287448,-74.0321082,"3638",40.7242941,-74.0354826,"Subscriber",24,1994,"Female"
"112","26301",2018-05-20 11:39:14,20,"May",2018,2018-05-20 11:42:57,3.71255000034968,"3638",40.7242941,-74.0354826,"3638",40.7242941,-74.0354826,"Subscriber",29,1989,"Female"
"113","26301",2018-05-20 11:51:39,20,"May",2018,2018-05-20 11:53:44,2.08476666609446,"3638",40.7242941,-74.0354826,"3202",40.7272235,-74.0337589,"Subscriber",29,1989,"Female"
"114","26301",2018-05-20 12:02:04,20,"May",2018,2018-05-20 12:08:26,6.35336666901906,"3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",69,1949,"Male"
"115","26301",2018-05-20 13:41:58,20,"May",2018,2018-05-20 13:53:43,11.7517166654269,"3639",40.7192517,-74.034234,"3209",40.7241765,-74.0506564,"Customer",26,1992,"Male"
"116","26301",2018-05-20 20:05:31,20,"May",2018,2018-05-20 20:13:57,8.4189666668574,"3209",40.7241765,-74.0506564,"3186",40.7195861164717,-74.0431174635887,"Subscriber",29,1989,"Male"
"117","26301",2018-05-20 20:25:21,20,"May",2018,2018-05-20 20:28:14,2.87936666409175,"3186",40.7195861164717,-74.0431174635887,"3213",40.71848892,-74.047726625,"Subscriber",56,1962,"Male"
"118","26301",2018-05-21 06:39:53,21,"May",2018,2018-05-21 06:41:57,2.05693333546321,"3213",40.71848892,-74.047726625,"3186",40.7195861164717,-74.0431174635887,"Subscriber",48,1970,"Male"
"119","26301",2018-05-23 08:53:31,23,"May",2018,2018-05-23 08:58:57,5.43561666806539,"3276",40.7145840353589,-74.042817056179,"3183",40.7162469,-74.0334588,"Subscriber",31,1987,"Male"
"120","26301",2018-05-23 17:38:44,23,"May",2018,2018-05-23 17:44:49,6.08744999965032,"3186",40.7195861164717,-74.0431174635887,"3269",40.7260117296463,-74.0503889322281,"Subscriber",41,1977,"Male"
"121","26301",2018-05-24 07:52:22,24,"May",2018,2018-05-24 07:57:16,4.90163333415985,"3269",40.7260117296463,-74.0503889322281,"3273",40.72165072488,-74.0428841114044,"Subscriber",31,1987,"Male"
"122","26301",2018-05-24 08:26:33,24,"May",2018,2018-05-24 08:31:20,4.78438333272934,"3273",40.72165072488,-74.0428841114044,"3183",40.7162469,-74.0334588,"Subscriber",38,1980,"Male"
"123","26301",2018-05-25 09:16:08,25,"May",2018,2018-05-25 09:26:24,10.2685166637103,"3213",40.71848892,-74.047726625,"3183",40.7162469,-74.0334588,"Subscriber",54,1964,"Male"
"124","26301",2018-05-25 13:07:01,25,"May",2018,2018-05-25 13:12:04,5.0558500011762,"3213",40.71848892,-74.047726625,"3184",40.7141454,-74.0335519,"Subscriber",23,1995,"Male"
"125","26301",2018-05-25 14:11:15,25,"May",2018,2018-05-25 14:15:48,4.5461833357811,"3184",40.7141454,-74.0335519,"3267",40.7124188237569,-74.0385255217552,"Subscriber",49,1969,"Unknown"
"126","26301",2018-05-25 14:26:27,25,"May",2018,2018-05-25 14:30:11,3.72469999790192,"3267",40.7124188237569,-74.0385255217552,"3183",40.7162469,-74.0334588,"Subscriber",28,1990,"Male"
"127","26301",2018-05-25 15:23:39,25,"May",2018,2018-05-25 15:27:36,3.95591666698456,"3183",40.7162469,-74.0334588,"3267",40.7124188237569,-74.0385255217552,"Subscriber",24,1994,"Male"
"128","26301",2018-05-26 10:34:38,26,"May",2018,2018-05-26 10:36:52,2.23128333091736,"3267",40.7124188237569,-74.0385255217552,"3184",40.7141454,-74.0335519,"Subscriber",28,1990,"Male"
"129","26301",2018-05-26 12:06:09,26,"May",2018,2018-05-26 12:53:21,47.1931166648865,"3184",40.7141454,-74.0335519,"3184",40.7141454,-74.0335519,"Subscriber",40,1978,"Male"
"130","26301",2018-05-26 18:03:25,26,"May",2018,2018-05-26 18:59:46,56.3528166691462,"3184",40.7141454,-74.0335519,"3192",40.7112423,-74.0557013,"Subscriber",40,1978,"Male"
"131","26301",2018-05-26 19:02:23,26,"May",2018,2018-05-26 19:15:19,12.9288666685422,"3192",40.7112423,-74.0557013,"3184",40.7141454,-74.0335519,"Subscriber",40,1978,"Male"
"132","26301",2018-05-28 14:14:29,28,"May",2018,2018-05-28 14:46:08,31.649066666762,"3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Customer",49,1969,"Unknown"
"133","26301",2018-05-28 15:28:06,28,"May",2018,2018-05-28 15:40:26,12.3263166705767,"3183",40.7162469,-74.0334588,"3638",40.7242941,-74.0354826,"Subscriber",27,1991,"Female"
"134","26301",2018-05-29 15:35:23,29,"May",2018,2018-05-29 15:58:56,23.5428833325704,"3206",40.7311689,-74.0575736,"3199",40.7287448,-74.0321082,"Subscriber",44,1974,"Female"
"135","26301",2018-05-29 20:56:45,29,"May",2018,2018-05-29 21:04:45,8.00070000092188,"3199",40.7287448,-74.0321082,"3203",40.727595966,-74.044247311,"Subscriber",26,1992,"Female"
"136","26301",2018-05-30 08:00:57,30,"May",2018,2018-05-30 08:05:42,4.75959999958674,"3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",42,1976,"Female"
